Crop Category,DateRecv,Entered,ID,EnteredBy,DocNum,CardCode,Ship to,Batch #,ItemCode,Description,ItmsGrpNam,WhsCode,Project,Quantity,Affected,Percent,$ Amt,PulpTemp,TruckTemp,Issue1,Issue2,Issue3,Notes,Status,Complaint Category 1,Complaint Category 2,Complaint Category 3,PRODUCTION ZONE,ZONE PACK,PACK ZONE,ZONE SHIP,ZONE AGING,RECEIVED @ WAREHOUSE,AGE @ JF RECEIVING,JF FACILITY (LAW/SSF),SHIP TO CUST,TOTAL AGING,DAYS TO COMPLAINT,AGE @ TIME OF COMPLAINT,PO #,INCOMING QUAL SCORE,RECEIVING TEMP,Color,QUALITY DEFECT,,CONDICTIONAL DEFECT 1,,CONDITIONAL DEFECT 2,,SERIOUS CONDITIONAL  DEFECT 1,,SERIOUS CONDITIONAL  DEFECT 2,,QC REP
TOMATO,1/13/17,01/16/2017,2566,63,521655,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",475768,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,60,59,98.33%,"1,445.50",,,Mold,Overripe,Shrivel (Fruit),,Protected,SERIOUS CONDITIONAL,SERIOUS CONDITIONAL,CONDITIONAL,SJD,2-Jan-2017,SJDVEN,2-Jan-2017,1 ,6-Jan-2017,5 ,LA1,9-Jan-2017,8 ,5 ,13 ,48447 ,82,48,N/A,INSECT DAMAGE,8.00%,SOFTNESS,12.67%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/13/17,01/16/2017,2566,63,521655,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",475769,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,60,1,1.67%,24.50,,,Mold,Overripe,Shrivel (Fruit),,Protected,SERIOUS CONDITIONAL,SERIOUS CONDITIONAL,CONDITIONAL,SJD,2-Jan-2017,SJDVEN,2-Jan-2017,1 ,6-Jan-2017,5 ,LA1,9-Jan-2017,8 ,5 ,13 ,48447 ,83,51,N/A,INSECT DAMAGE,5.33%,SOFTNESS,8.00%,N/A,0%,DECAY,0.67%,N/A,0.00%,NG
VEGETABLES,1/13/17,01/16/2017,2566,63,521655,J&J,"653 RICE ST._x000D__x000D_ST. PAUL, MN  55103",476586,SUG,SUGAR SNAP PEA 10LB,SNAP PEAS,LA1,MUL,40,40,100.00%,"1,280.00",,,Discoloration,Shrivel (Fruit),Decay,,Protected,QUALITY,CONDITIONAL,SERIOUS CONDITIONAL,MUL,6-Jan-2017,MULVEN,6-Jan-2017,1 ,6-Jan-2017,1 ,LA1,9-Jan-2017,4 ,5 ,9 ,278605 ,90,54,N/A,INSECT DAMAGE,40.00%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",476759,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,BCN,2,1,50.00%,27.00,,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,7-Jan-2017,BCNVEN,7-Jan-2017,1 ,8-Jan-2017,2 ,LA1,10-Jan-2017,4 ,6 ,10 ,48481 ,95,55,N/A,SCARRING,6.00%,DISCOLORATION,8.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",477237,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,BCN,2,1,50.00%,27.00,,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,BCN,3-Jan-2017,BCNVEN,3-Jan-2017,1 ,4-Jan-2017,2 ,LA1,10-Jan-2017,8 ,6 ,14 ,48410 ,98,55,N/A,SCARRING,4.67%,SOFTNESS,2.67%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",476773,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,TEP,19,19,100.00%,513.00,,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,TEP,7-Jan-2017,TEPVEN,7-Jan-2017,1 ,8-Jan-2017,2 ,LA1,10-Jan-2017,4 ,6 ,10 ,48481 ,93,55,N/A,SCARRING,4.67%,DISCOLORATION,8.00%,N/A,0%,SOFTNESS,4.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",476849,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,SON,220,110,50.00%,"2,970.00",,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SON,8-Jan-2017,SONVEN,8-Jan-2017,1 ,8-Jan-2017,1 ,LA1,10-Jan-2017,3 ,6 ,9 ,278390 ,91,55,N/A,SOFTNESS,8.67%,DEHYDRATION/SHRIVEL,2.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",476852,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,SON,220,110,50.00%,"2,970.00",,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SON,8-Jan-2017,SONVEN,8-Jan-2017,1 ,8-Jan-2017,1 ,LA1,10-Jan-2017,3 ,6 ,9 ,278390 ,91,55,N/A,SOFTNESS,12.00%,DEHYDRATION/SHRIVEL,1.33%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",477235,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,SJD,59,39,66.10%,"1,053.00",,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,29-Dec-2016,SJDVEN,29-Dec-2016,1 ,2-Jan-2017,5 ,LA1,10-Jan-2017,13 ,6 ,19 ,48366 ,74,46,N/A,SOFTNESS,12.00%,DEHYDRATION/SHRIVEL,4.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/15/17,01/16/2017,2567,63,521315,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",477236,MXT2,MIXED MEDLEY TJ 12CT 1LB,MIXED CHERRY,LA1,SJD,59,20,33.90%,540.00,,,Decay,Shrivel (Fruit),Spotting,,Protected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,29-Dec-2016,SJDVEN,29-Dec-2016,1 ,2-Jan-2017,5 ,LA1,10-Jan-2017,13 ,6 ,19 ,48366 ,74,46,N/A,SOFTNESS,12.00%,DEHYDRATION/SHRIVEL,4.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/16/17,01/16/2017,2568,63,521664,ALB,"200 EAGLE COURT_x000D__x000D_Bridgeport, NJ  08014",475519,ROP,MINI ROMAS ON THE VINE 8CT 1LB,ROMA,LA1,MUR,5,5,100.00%,117.50,41,,Discoloration,Mold,,,Rejected,QUALITY,SERIOUS CONDITIONAL,,MUR,30-Dec-2016,MHSVEN,30-Dec-2016,1 ,31-Dec-2016,2 ,LA1,10-Jan-2017,12 ,7 ,19 ,48358 ,79,45,N/A,SCARRING,11.33%,DISCOLORATION,17.33%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
HERBS,1/16/17,01/16/2017,2569,69,522653,KRGRAL,"1500 EASTRIDGE AVENUE_x000D__x000D_RIVERSIDE, CA  92507",477175,chi3k,chives 3ct 2/3oz clamshells Kroger,chives,LA1,JFM,47,47,100.00%,118.44,38,,Discoloration,,,,Rejected,QUALITY,,,DOSOR1,N/A,EXTERNAL VENDOR,N/A,N/A,10-Jan-2017,N/A,LA1,15-Jan-2017,6,2 ,8,279155 ,76,46,N/A,INSECT DAMAGE,3.20%,DISCOLORATION,6.40%,N/A,0%,DEHYDRATION/WILT,9.60%,N/A,0.00%,NG
HERBS,1/16/17,01/16/2017,2570,69,522640,RAT,"17860 BUTTEVILLE RD NE_x000D__x000D_AURORA, OR  97002",477450,thy4oz,thyme 4oz bag,thyme,SF1,JF,73,8,10.96%,14.00,,,Black Leaves,Chilling Damage,,,Rejected,SERIOUS CONDITIONAL,SHIPPING/TRANSPORTATION,,MARVEN,1/11/2017,MARVEN,1/11/2017,1,11-Jan-2017,1,SF1,13-Jan-2017,3,4 ,7,48564 ,96,49,N/A,MECH DAMAGE,6.00%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
HERBS,1/16/17,01/16/2017,2571,69,521797,ASF,"1825 WEST 2550 NORTH_x000D_FARR WEST WAREHOUSE PERISHABLE RECEIVING_x000D_OGDEN, UT  84404",476383,sag3,sage 3ct 3/4oz clamshells,sage,LA1,JF,4,4,100.00%,13.44,,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,ESTSC1,N/A,EXTERNAL VENDOR,N/A,N/A,5-Jan-2017,N/A,LA1,14-Jan-2017,10,3 ,13,278293 ,41,91,N/A,INSECT DAMAGE,41.33%,DISCOLORATION,28.67%,N/A,0%,DECAY,6.00%,DEHDRATION/WILT,4.00%,NG
HERBS,1/17/17,01/17/2017,2572,68,521617,CDC,"7460 CONOWINGO AVE._x000D_UNIT 107_x000D_JESSUP, MD  20794",476530,cil8,cilantro lb bulk,cilantro,LA1,JF,70,48,68.57%,144.00,,,Spotting,Black Leaves,,,Rejected,SERIOUS CONDITIONAL,,,MARVEN,6-Jan-2017,MARVEN,6-Jan-2017,1 ,8-Jan-2017,3 ,LA1,9-Jan-2017,4 ,9 ,13 ,48478 ,73,42,N/A,INSECT DAMAGE,1.33%,DISCOLORATION,4.00%,N/A,0%,MECH.DAMAGE,10.67%,WETNESS,6.67%,NG
TOMATO,1/17/17,01/17/2017,2573,68,521772,SYSSEA,"22820 54th AVENUE S._x000D__x000D_KENT, WA  98032",477030,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,SF1,SJD,20,20,100.00%,238.00,41,,Decay,Shrivel (Fruit),,,Rejected,SERIOUS CONDITIONAL,CONDITIONAL,,SJD,9-Jan-2017,SJDVEN,9-Jan-2017,1 ,11-Jan-2017,3 ,LA1,12-Jan-2017,4 ,6 ,10 ,48557 ,65,50,N/A,SOFTNESS,50.00%,INSECT DAMAGE,20.00%,N/A,0%,DEHDYRATION,3.00%,N/A,0.00%,NG
VEGETABLES,1/17/17,01/17/2017,2574,63,522474,EAR,"2101 JERROLD AVE_x000D_SUITE 100_x000D_SAN FRANCISCO, CA  94124-1603",477264,SUG,SUGAR SNAP PEA 10LB,SNAP PEAS,SF1,MUL,20,20,100.00%,640.00,,,Mold,Insect Damage,,,Rejected,SERIOUS CONDITIONAL,QUALITY,,MUL,10-Jan-2017,MULVEN,10-Jan-2017,1 ,10-Jan-2017,1 ,LA1,16-Jan-2017,7 ,2 ,9 ,278761 ,48,56,N/A,INSECT DAMAGE,100.00%,DISCOLORATION,18.00%,N/A,0%,SCARRING,18.00%,DECAY,5.30%,NG
VEGETABLES,1/17/17,01/17/2017,2574,63,522474,EAR,"2101 JERROLD AVE_x000D_SUITE 100_x000D_SAN FRANCISCO, CA  94124-1603",477268,GGR,GARLIC GREEN 8LB,GARLIC,SF1,MUL,3,3,100.00%,60.00,,,Discoloration,Mold,,,Rejected,QUALITY,SERIOUS CONDITIONAL,,MUL,10-Jan-2017,MULVEN,10-Jan-2017,1 ,10-Jan-2017,1 ,LA1,16-Jan-2017,7 ,2 ,9 ,278761 ,96,49,N/A,DISCOLORATION,6.00%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/17/17,01/17/2017,2575,63,522001,ALB,"200 EAGLE COURT_x000D__x000D_Bridgeport, NJ  08014",477046,YPF,YELLOW PEAR 12 HALF PINT FAIRTRADE,YELLOW PEAR,LA1,SJD,16,16,100.00%,520.00,48,,Soft,,,,Protected,SERIOUS CONDITIONAL,,,SJD,9-Jan-2017,SJDVEN,9-Jan-2017,1 ,11-Jan-2017,3 ,LA1,12-Jan-2017,4 ,6 ,10 ,48557 ,60,53,N/A,SOFTNESS,10.00%,DEHYDRATION/SHRIVEL,10.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
HERBS,1/19/17,01/19/2017,2576,68,522075,CDC,"7460 CONOWINGO AVE._x000D_UNIT 107_x000D_JESSUP, MD  20794",477294,ore8,oregano lb bulk,oregano,SF1,JFM,50,25,50.00%,118.75,40,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,11-Jan-2017,SJDVEN,11-Jan-2017,1 ,11-Jan-2017,1 ,SF1,17-Jan-2017,7 ,3 ,10 ,48551 ,81,51,N/A,OVERSIZED,39.00%,DISCOLORATION,10%,N/A,0%,MECHANICAL DAMAGE,9%,INSECT DAMAGE,9%,NG
HERBS,1/19/17,01/19/2017,2576,68,522075,CDC,"7460 CONOWINGO AVE._x000D_UNIT 107_x000D_JESSUP, MD  20794",478301,cil8,cilantro lb bulk,cilantro,SF1,JF,100,100,100.00%,300.00,40,,Black Leaves,Decay,Wet - Condensation Present,,Rejected,SERIOUS CONDITIONAL,,,MARVEN,16-Jan-2017,MARVEN,16-Jan-2017,1 ,16-Jan-2017,1 ,SF1,17-Jan-2017,2 ,3 ,5 ,48640 ,56,44,N/A,MECH DAMAGE,33.30%,INSECT DAMAGE,24.7%,N/A,0%,DISCOLORATION,4.0%,DECAY ,4.0%,NG
HERBS,1/19/17,01/19/2017,2577,68,521866,RIC,"2555 3RD STREET_x000D_SUITE 210_x000D_SACRAMENTO, CA  95818",478105,spm8,spearmint lb bulk,spearmint,SF1,JFM,120,80,66.67%,280.00,,,Black Leaves,Decay,,,Rejected,SERIOUS CONDITIONAL,,,SJD,15-Jan-2017,SJDVEN,15-Jan-2017,1 ,16-Jan-2017,2 ,SF1,16-Jan-2017,2 ,4 ,6 ,48637 ,37,52,N/A,DISCOLORATION,31.00%,INSECT DAMAGE,19.3%,N/A,0%,WETNESS,10.7%,MECHANICAL DAMAGE,9.3%,NG
TOMATO,1/18/17,01/19/2017,2578,63,523101,DLJ,"2201 N LAKEWOOD BLVD_x000D_SUITE D #1881_x000D_LONG BEACH, CA  90815",477383,SUP,SUGAR PLUM GRAPE 12 PINT,GRAPE TOMATO,LA1,SJD,120,120,100.00%,"1,086.00",,,Overripe,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,11-Jan-2017,SJDVEN,11-Jan-2017,1 ,15-Jan-2017,5 ,LA1,17-Jan-2017,7 ,2 ,9 ,48619 ,69,48,N/A,SOFTNESS,16.00%,ABNORMAL SOFTNESS,3.00%,N/A,0%,DEHYDRATION,2.00%,N/A,0.00%,NG
TOMATO,1/18/17,01/19/2017,2579,63,522386,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",477031,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,SF1,SJD,19,10,52.63%,105.00,,,Mold,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,9-Jan-2017,SJDVEN,9-Jan-2017,1 ,11-Jan-2017,3 ,LA1,14-Jan-2017,6 ,5 ,11 ,48557 ,65,49,N/A,SOFTNESS,27.30%,DEHYDRATION/SHRIVEL,4.70%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/18/17,01/19/2017,2579,63,522386,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",477628,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,SF1,TEP,24,6,25.00%,63.00,,,Mold,,,,Rejected,SERIOUS CONDITIONAL,,,TEP,12-Jan-2017,TEPVEN,12-Jan-2017,1 ,13-Jan-2017,2 ,LA1,14-Jan-2017,3 ,5 ,8 ,48591 ,97,58,N/A,DEHYDRATION/SHRIVEL,1.30%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/18/17,01/19/2017,2579,63,522386,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",477629,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,SF1,TEP,24,6,25.00%,63.00,,,Mold,,,,Rejected,SERIOUS CONDITIONAL,,,TEP,12-Jan-2017,TEPVEN,12-Jan-2017,1 ,13-Jan-2017,2 ,LA1,14-Jan-2017,3 ,5 ,8 ,48591 ,87,61,N/A,SOFTNESS,18.00%,SCARRING,9.30%,N/A,0%,INSECT DAMAGE,7.30%,N/A,0.00%,NG
TOMATO,1/18/17,01/19/2017,2579,63,522386,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",477630,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,SF1,BCN,137,23,16.79%,241.50,,,Mold,,,,Rejected,SERIOUS CONDITIONAL,,,BCN,12-Jan-2017,BCNVEN,12-Jan-2017,1 ,13-Jan-2017,2 ,LA1,14-Jan-2017,3 ,5 ,8 ,48591 ,82,61,N/A,SOFTNESS,26.00%,INSECT DAMAGE,10.70%,N/A,0%,SCARRING,8.70%,N/A,0.00%,NG
TOMATO,1/18/17,01/19/2017,2579,63,522386,VER,"1100 CESAR CHAVEZ ST._x000D__x000D_SAN FRANCISCO, CA  94124",477631,SUF,SUGAR PLUM GRAPE 12 PINT FAIRTRADE,GRAPE TOMATO,SF1,BCN,137,5,3.65%,52.50,,,Mold,,,,Rejected,SERIOUS CONDITIONAL,,,BCN,12-Jan-2017,BCNVEN,12-Jan-2017,1 ,13-Jan-2017,2 ,LA1,14-Jan-2017,3 ,5 ,8 ,48591 ,94,59,N/A,SOFTNESS,6.00%,DEHYDRATION/SHRIVEL,1.30%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
HERBS,1/19/17,01/19/2017,2580,69,522718,HEI,"20101 SOUTH MILES_x000D__x000D_WARRENSVILLE HEIGHTS, OH  44128",476625,spm6,spearmint 6ct 3/4oz clamshells,spearmint,SF1,JFM,25,25,100.00%,171.25,,,Black Leaves,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,1/4/2017,SJDVEN,1/4/2017,1,9-Jan-2017,6,SF1,16-Jan-2017,13,4 ,17,48492 ,62,48,N/A,INSECT DAMAGE,24.00%,MECH.DAMAGE,14.7%,N/A,0%,INSECT DAMAGE,0.67%,DECAY,7.00%,NG
TOMATO,1/23/17,01/23/2017,2581,139,522818,ALB,"200 EAGLE COURT_x000D__x000D_Bridgeport, NJ  08014",477412,MXF,MIXED MEDLEY 12 HALF PINT FAIRTRADE,MIXED CHERRY,LA1,SJD,6,6,100.00%,111.00,,,Soft,,,,Protected,SERIOUS CONDITIONAL,,,SJD,11-Jan-2017,SJDVEN,11-Jan-2017,1 ,13-Jan-2017,3 ,LA1,17-Jan-2017,7 ,7 ,14 ,48595 ,75,50,N/A,SOFTNESS,10.67%,DEHYDRATION/SHRIVEL,4.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/23/17,01/23/2017,2581,139,522818,ALB,"200 EAGLE COURT_x000D__x000D_Bridgeport, NJ  08014",477673,MXF,MIXED MEDLEY 12 HALF PINT FAIRTRADE,MIXED CHERRY,LA1,BCN,36,36,100.00%,666.00,,,Soft,,,,Protected,SERIOUS CONDITIONAL,,,BCN,13-Jan-2017,BCNVEN,13-Jan-2017,1 ,15-Jan-2017,3 ,LA1,17-Jan-2017,5 ,7 ,12 ,48620 ,88,50,N/A,SOFTNESS,4.00%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
VEGETABLES,1/23/17,01/23/2017,2582,139,523133,ALB,"1101 Dexter St_x000D__x000D_Prescott, WI  54021",478001,SNO,SNOW PEA 10LB,SNOW PEAS,LA1,BCN,12,12,100.00%,240.00,,,Pitting,,,,Protected,CONDITIONAL,,,BCN,14-Jan-2017,BCNVEN,14-Jan-2017,1 ,16-Jan-2017,2 ,LA1,18-Jan-2017,5 ,6 ,11 ,48622 ,75,54,N/A,INSECT DAMAGE,100.00%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/23/17,01/23/2017,2583,139,523208,OGC,"1800-B PRAIRIE ROAD_x000D__x000D_EUGENE, OR  97402",478247,CHF,RED CHERRY 12 PINT FAIRTRADE,RED CHERRY,LA1,SJD,84,84,100.00%,"1,890.00",,,Cracked / Split (Fruit),,,,Protected,CONDITIONAL,,,SJD,16-Jan-2017,SJDVEN,16-Jan-2017,1 ,18-Jan-2017,3 ,LA1,19-Jan-2017,4 ,5 ,9 ,48678 ,82,54,N/A,INSECT DAMAGE,9.33%,SOFTNESS,12.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
HERBS,1/23/17,01/23/2017,2584,69,523831,RAT,"17860 BUTTEVILLE RD NE_x000D__x000D_AURORA, OR  97002",478883,spm4oz,spearmint 4oz bag,spearmint,SF1,JFM,81,4,4.94%,7.00,,,Decay,,,,Rejected,SERIOUS CONDITIONAL,,,SJD,1/16/2017,SJDVEN,1/16/2017,1,18-Jan-2017,3,SF1,20-Jan-2017,5,4 ,9,48696 ,67,53,N/A,INSECT DAMAGE,30.67%,MECH.DAMAGE,18.67%,N/A,0%,WETNESS,6.67%,N/A,0.00%,NG
HERBS,1/24/17,01/24/2017,2585,68,522898,SYSSEA,"22820 54th AVENUE S._x000D__x000D_KENT, WA  98032",478289,chi7,chives lb bag,chives,SF1,JF,8,8,100.00%,59.76,43,,Decay,Wet - Condensation Present,,,Rejected,SERIOUS CONDITIONAL,SHIPPING/TRANSPORTATION,,WATVEN,1/16/2017,WATVEN,1/16/2017,1,16-Jan-2017,1,SF1,19-Jan-2017,4,6 ,10,48640 ,67,44,N/A,INSECT DAMAGE,3.33%,MECH.DAMAGE,10.67%,N/A,0%,DISCOLORATION,5.33%,DEHYDRATION/WILT,10.67%,NG
VEGETABLES,1/20/17,01/24/2017,2586,63,523242,ALB,"3268 East Vernon Avenue_x000D__x000D_Vernon, CA  90058",471238,GIB,GINGER 30LB,GINGER,LA1,DCP,54,54,100.00%,"2,430.00",,,Other,,,Old product & Excessive Trimming,Rejected,MANUFACTURING,,,ASINA,N/A,EXTERNAL VENDOR,N/A,N/A,5-Dec-2016,N/A,LA1,19-Jan-2017,48 ,2 ,50 ,272478 ,64,49,N/A,SCARRING,46.00%,DECAY,6.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
HERBS,1/20/17,01/24/2017,2587,63,522895,SYSCC,"136 MARIPOSA ROAD_x000D__x000D_MODESTO, CA  95354",478645,spm8oz,spearmint 8oz bag,spearmint,SF1,JF,15,15,100.00%,79.50,,,Black Leaves,Other,,Insect presence,Rejected,SERIOUS CONDITIONAL,QUALITY,,PESVEN,1/18/2017,PESVEN,1/18/2017,1,18-Jan-2017,1,SF1,19-Jan-2017,2,2 ,4,48681 ,45,43,N/A,INSECT DAMAGE,43.33%,DISCOLORATION,1.33%,N/A,0%,MECH.DAMAGE,24.00%,WETNESS,8.00%,NG
VEGETABLES,1/24/17,01/24/2017,2588,139,522471,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",477607,MPP,SWEET PETITE PEPPER MEDLEY 1 PINT 12CT,MINI PEPPER,LA1,DCN,60,8,13.33%,144.00,,,Mold,,,,Protected,SERIOUS CONDITIONAL,,,VIDFR1,N/A,EXTERNAL VENDOR,N/A,N/A,10-Jan-2017,N/A,LA1,18-Jan-2017,9,7 ,16,278967 ,96,42,N/A,INSECT DAMAGE,2.00%,DECAY,1.33%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
VEGETABLES,1/24/17,01/24/2017,2588,139,522471,CAI,"3120 N. POST ROAD_x000D_INDIANAPOLIS, IN  46226",477883,MPP,SWEET PETITE PEPPER MEDLEY 1 PINT 12CT,MINI PEPPER,LA1,DCN,60,52,86.67%,936.00,,,Mold,,,,Protected,SERIOUS CONDITIONAL,,,VIDFR1,N/A,EXTERNAL VENDOR,N/A,N/A,10-Jan-2017,N/A,LA1,18-Jan-2017,9,7 ,17,278967 ,96,42,N/A,INSECT DAMAGE,2.00%,DECAY,1.33%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/23/17,01/24/2017,2589,63,522677,WHO,"840 Interchange Av_x000D__x000D_Austin, TX  78721",478083,SLW,SUGAR PLUM 24CT 1LB WHOLETRADE,GRAPE TOMATO,LA1,SJD,180,51,28.33%,"1,836.00",,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,SJD,15-Jan-2017,SJDVEN,15-Jan-2017,1 ,17-Jan-2017,3 ,LA1,19-Jan-2017,5 ,5 ,10 ,48660 ,70,53,N/A,INSECT DAMAGE,6.67%,SOFTNESS,20.00%,N/A,0%,DEHYDRATION/SHRIVEL,2.67%,UNHEALED CUTS/SPLITS,0.67%,NG
TOMATO,1/23/17,01/24/2017,2589,63,522677,WHO,"840 Interchange Av_x000D__x000D_Austin, TX  78721",478084,SLW,SUGAR PLUM 24CT 1LB WHOLETRADE,GRAPE TOMATO,LA1,SJD,180,50,27.78%,"1,800.00",,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,SJD,15-Jan-2017,SJDVEN,15-Jan-2017,1 ,17-Jan-2017,3 ,LA1,19-Jan-2017,5 ,5 ,10 ,48660 ,82,48,N/A,SOFTNESS,16.00%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/23/17,01/24/2017,2589,63,522677,WHO,"840 Interchange Av_x000D__x000D_Austin, TX  78721",478208,SLW,SUGAR PLUM 24CT 1LB WHOLETRADE,GRAPE TOMATO,LA1,SJD,180,29,16.11%,"1,044.00",,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,SJD,16-Jan-2017,SJDVEN,16-Jan-2017,1 ,19-Jan-2017,3 ,LA1,19-Jan-2017,4 ,5 ,9 ,48685 ,90,56,N/A,INSECT DAMAGE,10.00%,SOFTNESS,14.67%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
TOMATO,1/23/17,01/24/2017,2589,63,522677,WHO,"840 Interchange Av_x000D__x000D_Austin, TX  78721",478264,SLW,SUGAR PLUM 24CT 1LB WHOLETRADE,GRAPE TOMATO,LA1,SJD,180,50,27.78%,"1,800.00",,,Decay,,,,Protected,SERIOUS CONDITIONAL,,,SJD,16-Jan-2017,SJDVEN,16-Jan-2017,1 ,18-Jan-2017,3 ,LA1,19-Jan-2017,4 ,5 ,9 ,48678 ,77,49,N/A,SOFTNESS,26.67%,N/A,0.00%,N/A,0%,N/A,0.00%,N/A,0.00%,NG
VEGETABLES,1/24/17,01/24/2017,2590,139,523178,ALB,"200 EAGLE COURT_x000D__x000D_Bridgeport, NJ  08014",478854,PCP,PERSIAN CUCUMBER 8CT 1LB,PERSIAN CUC,LA1,DCN,16,16,100.00%,348.00,,,Mold,,,,Protected,SERIOUS CONDITIONAL,,,DELQU,N/A,EXTERNAL VENDOR,N/A,N/A,18-Jan-2017,N/A,LA1,19-Jan-2017,2,6,8,279760,74,47,N/A,SCARRING,24.00%,SOFTNESS,6%,N/A,0%,DEHYDRATION/SHRIVEL,2.67%,N/A,0%,NG
